Mean_time	Mean_qlow	Mean_qup	Priors
t_n1244	98.051	82.97	112.25	0
t_n1245_Atherospermataceae	91.832	80.05	107.16	ST(0.798,0.169,16.316,2.862)
t_n1246	42.749	18.21	72.62	0
t_n1247	35.541	16.37	66.11	0
t_n1248_Magnoliales	120.465	115.28	130.93	ST(1.15,0.062,599.03,3.23)
t_n1249_Magnoliaceae	117.324	110.64	127.64	ST(1.074,0.054,5.97,2.848)
t_n1250	115.366	108.31	125.52	0
t_n1251	109.321	102.42	118.31	0
t_n1252_Annonaceae	94.38	92.33	98.9	ST(0.925,0.056,22.654,2.442)
t_n1253	24.812	13.3	57.62	0
t_n1254_Myristicaceae	98.9	74.37	116.68	ST(0.651,0.26,86.568,3.043)
t_n1255	23.353	13.78	43.93	0
t_n1256	164.649	142.71	186.42	0
t_n1257_Piperales	135.179	113.87	157.24	ST(1.035,0.19,20.09,3.331)
t_n1258	129.119	108.2	151.64	0
t_n1259_Piperaceae	91.704	74.94	113.09	ST(0.726,0.36,259.89,3.499)
t_n1260_Saururaceae	54.07	46.57	67.04	ST(0.47,0.091,7.974,2.862)
t_n1261	54.629	36.41	76.43	0
t_n1262	107.403	82.18	133.07	0
t_n1263	53.792	28.29	81.52	0
t_n1264_Canellales	130.481	105.71	156.32	ST(0.999,0.366,25.883,3.989)
t_n1265_Winteraceae	88.068	82.13	102.73	ST(0.826,0.344,57.645,3.035)
t_n1266	29.477	13.27	74.62	0
t_n1267	48.394	21.12	82.04	0
t_n1268	72.005	47.2	106.62	0
t_n1269	63.84	40.09	97.68	0
t_n1270	38.192	17.53	67.69	0
t_n1271	108.852	81.18	145.85	0
t_n1272	82.558	61.61	110.96	0
t_n1273_Schisandraceae	52.627	47.63	63.02	ST(0.476,0.065,17.102,2.822)
t_n1274	16.516	7.24	25.35	0
t_n1275_Nymphaeales	119.703	102.84	177.12	ST(1.025,0.049,451.84,2.008)
t_n1276	79.269	56.59	106.11	0
t_n1277	51.406	31.63	74.48	0
t_n1278	65.768	38.18	96.3	0
t_n1279_Acrogymnosperms	318.321	307.77	336.9	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	279.517	235.72	308.5	B(1.47,3.12,0.01,0.05)
t_n1281	257.274	212.09	291.63	0
t_n1282_Gnetales	165.192	125.38	201.19	B(1.2,3.12,0.01,0.05)
t_n1283	182.024	111.65	240.41	0
t_n1284_Ginkgo-Cycas	281.045	264.71	307.1	B(2.65,3.66,0.01,0.05)
t_n1285	132.29	78.26	213.12	0
t_n1286_Ferns	391.75	384.14	408.02	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	402.681	391.72	423.47	B(3.92,4.51,0.01,0.05)
