Mean_time	Mean_qlow	Mean_qup	Priors
t_n1245_Atherospermataceae	94.935	79	110.4	B(0.8,1.53,0.025,0.025)
t_n1246	40.129	18.39	72.33	0
t_n1247	33.193	17.16	64.4	0
t_n1248_Magnoliales	124.947	116.16	133.18	B(1.15,1.4,0.025,0.025)
t_n1249_Magnoliaceae	122.112	113.43	129.76	B(1.07,1.3,0.025,0.025)
t_n1250	119.813	110.98	128.03	0
t_n1251	112.909	104.08	122.28	0
t_n1252_Annonaceae	95.624	91.67	103	B(0.93,1.18,0.025,0.025)
t_n1253	25.163	12.45	56.21	0
t_n1254_Myristicaceae	107.911	83.02	123.69	B(0.66,1.72,0.025,0.025)
t_n1255	23.926	14.18	44.92	0
t_n1256	140.562	129.74	149.81	0
t_n1257_Piperales	122.501	107.6	135.76	B(1.04,1.78,0.025,0.025)
t_n1258	117.359	102	131.4	0
t_n1259_Piperaceae	87.088	71.64	104.5	B(0.74,2.11,0.025,0.025)
t_n1260_Saururaceae	56.355	45.15	73.1	B(0.46,0.87,0.025,0.025)
t_n1261	51.933	32.98	72.8	0
t_n1262	98.743	75.86	116.36	0
t_n1263	50.22	24.62	75.78	0
t_n1264_Canellales	115.811	99.17	133.35	B(1.01,2.32,0.025,0.025)
t_n1265_Winteraceae	79.133	59.95	97.44	B(0.84,2.25,0.025,0.025)
t_n1266	29.963	12.73	69.78	0
t_n1267	43.577	19.79	74.97	0
t_n1268	67.732	44.27	101.78	0
t_n1269	59.814	37.18	94.17	0
t_n1270	35.173	17.99	63.78	0
t_n1271	103.851	79.62	129.4	0
t_n1272	81.329	61.73	104.99	0
t_n1273_Schisandraceae	56.403	47.4	70.74	B(0.48,0.75,0.025,0.025)
t_n1274	15.913	5.28	26.31	0
t_n1275_Nymphaeales	118.648	103.54	131.06	B(1.03,1.31,0.025,0.025)
t_n1276	75.663	52.7	100.39	0
t_n1277	48.879	27.8	71.7	0
t_n1278	62.68	33.33	92.46	0
t_n1279_Acrogymnosperms	317.398	307.67	335.66	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	277.987	237.67	307.3	B(1.47,3.12,0.01,0.05)
t_n1281	255.363	211.13	290.61	0
t_n1282_Gnetales	147.165	120.36	189.35	B(1.2,3.12,0.01,0.05)
t_n1283	153.102	98.9	240.29	0
t_n1284_Ginkgo-Cycas	280.265	264.47	306.17	B(2.65,3.66,0.01,0.05)
t_n1285	117.379	72.59	165.04	0
t_n1286_Ferns	392.043	384.18	408.87	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	403.447	391.76	425.06	B(3.92,4.51,0.01,0.05)
